Product,Purchases,"Average Delivery Time (Days)","Product Name Length","Product Description Length","Product Photo Quantity"
c33af1c0bec994ff07664ab6dcae7a86,5,12,52,212,1
c33c4c004ece60b63399db2f36374f93,1,10,58,1318,1
c33d78b97260227119fb2b71be168fca,2,14,39,170,1
c342f482010f1ec6d94f55102e4994b9,3,12,56,461,5
c344623528c017d4fa7c51cb56d17a98,2,23,32,703,1
c347e9e3e30d35fff96379aef21c40d4,2,9,57,604,1
c348450d15a924d32e7f9b0dd91ca938,1,28,55,715,3
c349071c40ca2919f27bd3d6a2fb6fea,5,13,60,868,1
c34e6febc00a74a0eb3decfc3f2f3322,1,21,53,106,1
c3504adf8e5bbfd1978d29a00c2075c5,4,13,59,1064,5
c351fada6ffa67ee3876b1cc568a90b0,1,17,46,2393,2
c354569eefd558bf201d0aedf35608ed,13,11,55,166,1
c35498fbb4358837ae16850f50c3fd22,11,16,59,973,1
c35614188d97c66c2a9c7b251267d86d,1,16,59,721,2
c3602326cc2e91dc18ad2ae9a575b5e7,7,7,39,527,1
c36100652b59546fcd8fff467dc29519,1,15,47,732,2
c3674fb8631d709e138f75fad3bf1b01,1,12,42,1213,1
c367cd626353eda46b3db64e735c2f6f,2,11,59,127,1
c36982ca95045ed1f077134eac1e94f2,3,13,60,219,1
c369969688c2dd9946c5dbf694e87904,3,16,44,1224,4
c36a207be2a4ee8f04bd838f97f1711c,1,9,44,459,1
c36b3f0e13d2e953ee290c7ded304c57,1,15,40,228,1
c36bbb0e95d7546794ee5170baf0df93,5,12,55,92,1
c36bf06e0eb9da82511d954d8f25114c,4,7,56,456,5
c37123a4ab536f2b55e1164f5759318a,2,16,60,1906,4
c38458375b2a89d0c8a6313b016dcdc7,3,9,59,703,1
c384917e9d01a9fe89791010d3ed0883,1,8,56,1538,4
c384df04227582c085d6524937a3768a,1,8,42,460,2
c385f0d5cce61cecdc14eb82cddf1a3f,1,21,35,544,1
c38640ae3a92231abddd15f1fd863eb2,2,18,56,596,2
c387662938a589c2bd8d0128c6ce404a,2,2,58,938,3
c388aa3cdd554588ebcc869156381ba3,1,24,46,463,2
c388dd6e3dccf434053adacfc3b5108d,2,24,49,740,2
c389f712c4b4510bc997cee93e8b1a28,8,13,41,500,1
c38d96175ed7d2d5c3391317b77f8eb0,1,13,57,402,1
c38ee4efdc9e1bff64ad2bb6ff88b93a,1,6,58,823,2
c38f6f64a4a1abb154fd4c09070d00a8,2,7,55,322,3
c39071c6647a7c3e20d61989ec98c305,4,22,42,544,1
c3910fee8ac77d2fd4e39a0aa2e0b506,1,11,18,710,1
c39344060401aa31219e340847e3c791,1,6,31,203,1
c395a11dd90b985496c100861b7c4710,5,8,42,188,3
c3960e12854082e89ed521ed468946fa,1,8,49,731,4
c39610045a59ffcd596a9e9ce4341921,1,5,46,533,1
c396b0ef5d5f699bd4a5a13e2878b7f8,1,9,60,1360,3
c397f1164e9f4e6e47328af65a5e485c,1,17,60,765,2
c398a8dcde62548d51bb291753330209,1,14,53,1105,1
c39e3869763358c110302e22df757450,1,3,49,3587,7
c39f112a4f0d855bd197c065cb42eba9,1,28,60,175,6
c3a954d7be97f5818bf83f743a17863a,2,4,38,310,1
c3adcd846a294794059da678fb939220,10,12,63,394,1
c3b01b2e86b6fef991c30e470d191d44,2,29,24,171,1
c3b271f47e73d0c9ccf1b43b7606c705,6,11,59,473,1
c3b4729646369fa6b490fc0b732ab443,1,5,37,819,1
c3b74893e4b47714653329ffaa1ef6fd,1,7,46,595,1
c3b74fec36efec92f2c1b2d46c8cb316,1,13,51,618,1
c3b7e4d83e530c27a8e6368296aece48,1,42,60,1972,2
c3b957b4e1d4cd8d595794d22973cae9,1,6,46,309,4
c3c47cc2c109b294de98015792804e64,3,4,52,321,1
c3c63b6c88b27cb29ec5d26fb0ab7182,1,18,56,923,3
c3cb90d6661bb30151744dab7aacb80d,2,11,52,998,1
c3cdb28ed53f4ec5d9afe32753961641,1,11,52,706,1
c3d08bab8c7c6d9cc1f6cfb5a465c80b,1,49,32,2073,4
c3da6347b3df112e52de0d6f9443158b,1,14,41,654,3
c3ddc73a4b4c70a6a20189f08fbbc348,1,10,57,804,5
c3debb9f3fb28192343a8f757fd3dc0c,2,24,47,569,1
c3e275e10cfd7f3b56f7f657699cfafe,6,19,55,273,1
c3e34cbfe33021ebcb984bc07aef6b73,2,26,42,348,1
c3e39e3603cf827114f46ca972681473,1,7,37,985,5
c3e43e07f541c49ce73e9778dfecc6ca,1,14,51,590,1
c3e4984fcd36ab7d67ec30a89f745113,1,9,44,1223,10
c3e94fdf206628685c30b680cf222ca7,1,5,60,2697,5
c3ed642d592594bb648ff4a04cee2747,1,18,59,2217,2
c3ee182803f3eddeda33f9b821bf9e21,3,11,43,530,2
c3f538a01c95c92ddb8055bcfc6f4bd0,1,3,48,2756,3
c3f6113d5b61bc95468432072b27e23d,18,25,64,676,1
c3f7eb8e0fbdf18288a87f5f2f1c0501,1,13,55,1446,1
c3fa41b1f851451aaea66f41ebf170d1,1,10,53,766,1
c3fc73c51e52d3432a4e57ff9ecca467,2,11,55,600,3
c400ab88cf8df22f426e5f205bd0a755,1,9,63,1459,4
c40115486002b7890dc20f64f849accf,2,11,37,1300,1
c4036b07aeb315973d843c5bb1fc267f,1,4,53,1205,1
c403e106353e1aa40efe783ecb39ed7a,30,16,30,169,1
c4069663919da113276ff2bbca201b8b,1,19,58,2047,1
c40719220792e9a4b4bdfeebb4f350d1,1,10,34,244,1
c4080b2d77b8235e39ce108dcf4d591d,1,21,55,725,1
c415aad99ee06e0fe8a58c09d3598ef7,2,6,54,1842,3
c41cb239626c439032c226463d082c9c,1,41,35,2524,1
c41eca01a8bceb6c987b2a935a5ad1cb,1,16,53,253,1
c41f4da71ade7867b0460e61f9321f74,1,7,57,75,1
c41f7d21dd7456c83470a1ab0076794f,1,7,43,914,3
c420c13056340a00e4cd63fdf6e4f4fc,2,7,47,70,1
c4282015d858b8d5c14c1ec6b9000664,2,27,46,1195,3
c42a54d639771f80d5ea22dd39a0d845,6,14,38,244,1
c432f90fa332fd2e5091f2ac2d226aad,3,5,56,757,4
c4332b2ff3cde1b0c62f5b9c8ae84bdc,2,5,43,1283,5
c4369b26f349bc301a680a89415b1344,1,3,57,1573,1
c438c9c697a57d265dbb6edd8b174b2b,2,12,56,807,5
c4394cb87a2e8f53e522fb1ea3afd0a5,1,3,54,2116,2
c43ab4269cbf91b373263db4c2973cad,26,12,59,734,4
c43b672f48eaccbecc94cdf6b4f53485,6,18,32,386,1
c43b6a788906608b6116ed8198dae762,7,18,22,1451,1
c43e3279d830e4515718d56b91cfa7d8,2,28,39,524,1
c43e56cd1eb509cca120446a61579ec0,2,7,60,413,1
c44343d9d6d3551e161f3c72bfcbfc3b,11,4,44,670,3
c445e66ff5aed16191fd41e4d9fcf2aa,1,11,54,853,1
c448475cc4766baebabe30ee6d5f3fb7,10,13,50,105,2
c44f0d673c45ce6da7e7ace44ce5d14e,1,13,43,1227,7
c450c2e066134b9a836264ba72586ff6,2,3,56,308,1
c452ed78936fa240d56b35bc146be876,1,11,42,1069,2
c4556419c189a626f2b0808c0e6d310c,3,8,60,639,2
c457d4bdf5645f666bdd00678e2fb286,2,12,56,528,6
c45d02cc82cd779835094de9b29272cb,3,3,57,246,2
c45f017c36f9112a8bb4f170edfb1870,16,12,45,702,1
c46340bc7e4d674d73196dfc202fb2cc,1,12,52,389,8
c46b2401e3ccd4e4f779b93093a97e29,1,21,30,464,1
c46c87888b081cf424913fd74b9b6e87,3,10,40,183,4
c475e0af586d200a52fcfa1dee11d1b2,6,13,58,223,1
c4761af5e6a2183cc23c77a8d16f9d09,1,7,58,426,7
c476f7ea19b96cf3e65bd83d88439250,2,10,57,1187,4
c477957dd9b5f51032f3631c50630585,2,9,29,796,1
c4787eeb6ad12f7e301f8a9349404443,3,14,48,261,1
c478b1bbf9ec8c5691f37ccb83187386,1,13,55,163,2
c47c31505404caa7fa20edad4b971746,1,10,59,661,3
c47d256557f7fa30144ecea5722eebc2,9,12,59,307,2
c48ac418b79aeb75f30be25ea192b6ff,1,16,18,71,1
c48c077b8b116d8da988077363070d9b,2,17,30,880,4
c4913f978f6af6755a1dcc8d16e76774,1,7,59,150,1
c4989935ece6a2e0c0c148ede45f640e,6,11,54,1205,3
c49acb6b0fe4c9b3a24f56c87d176f8e,2,6,59,246,1
c49dc13854423d39760ccf13496f2223,1,5,57,324,1
c49f7bd8ac21b2169dd273bfef92b82a,1,9,51,898,2
c4a235a34fa3361e6746f11175504a94,3,4,13,1778,1
c4a45b9505564b0de1ff3e79062cffd8,1,10,56,282,1
c4a4f6326493ee449e618f0143d290fd,1,27,58,1358,1
c4ab5e7b0c00f3b99fc11847a619b88e,1,9,41,307,1
c4ac3cc6a0553682784fe2a569e3df4f,1,8,47,116,1
c4acfef3648dc249668e3e8380902cf8,1,4,54,853,3
c4b21b551ef498a942996724f6f82695,1,11,39,871,4
c4b26e2f54cd0c158b3a8928968c80c5,1,16,49,1555,5
c4b5776ae19c3e9ee28323b38d41c72f,2,13,27,212,2
c4b8fa873cd5c5a132af8e9a885f9a0d,1,3,46,554,2
c4b925e40f11289063a854c47aaef129,2,7,39,286,3
c4baedd846ed09b85f78a781b522f126,148,13,58,1893,1
c4c273fc9291c33a56ad3f006fe567e4,5,6,30,842,2
c4c428c423b8dfbfeae8ecd499d9a048,1,6,60,3863,5
c4ca7813a32bb7bdf50108e39b6473dd,1,5,36,719,1
c4ccc1c24eca33f056b233bb1d73a536,1,6,27,749,1
c4cf7c2e1f190d51517eba7e8211c8e6,1,8,50,1077,1
c4d3198d226d8fd420177364aadbe331,1,11,54,1257,1
c4d9e2052eaa16ff448ebaac4fa37129,1,6,46,2345,2
c4defdb2bce4d658abde5891e3be4bb3,1,14,49,367,2
c4df35b0ef8a1996cd7118d81c1632ad,1,9,44,744,1
c4e37559b6608454ca8661bb6f3190fd,1,7,60,368,1
c4e4a69d5b6ca483ab74aa846587d11f,1,11,56,548,1
c4e5ffa25998bab21ddca0d28448435f,3,7,49,638,1
c4ed2d82da509c490c6bb95f55cb4d7c,2,21,51,622,1
c4ee4437696f1885d323b41852fedc8c,8,6,57,534,5
c4eee3eae1ec39ae9e5f25b18f0cb4b6,1,6,30,302,1
c4f2546fff25a5789819a7b943505bcf,2,10,33,353,1
c4f8e50f322e3f8b523e0e26559144ac,1,48,63,849,4
c4fa0206ee58c2694c9642e6483b576a,2,43,51,784,2
c4fc1d4489f664ce1c6c55b7089738b2,7,12,59,409,3
c4fc41aafff1435a44e93e06adc74bbf,1,11,56,431,2
c4fde94eab39fba350fee41d60ffd8f9,4,26,58,1225,1
c501923885535aa99ac2dd7a4e0ed7fe,1,22,59,471,1
c5022a81e27ac841cc3f6bc9ee47c5c8,1,7,57,341,1
c5038055690911ed8e218cceb07acdf8,9,14,59,995,4
c50663262403f916d58303c231e7ed3a,3,12,56,227,7
c50795b5c94dd185b2cee1d28a41d752,1,30,52,823,2
c5079acea9d34174b1948b00f599d2d2,2,7,54,696,5
c5094dcc60249dcf1a398e907db8d607,1,14,56,354,3
c50acd762180950385dcac913067fd44,1,15,57,739,1
c50ca07e9e4db9ea5011f06802c0aea0,24,6,59,1782,1
c50f4a0f1214c5054279a7017d1f4405,1,11,13,1223,1
c511bbd742df73d5b2ba4594d4901f2b,1,12,58,2078,2
c51234c38add00d71bd95eb1dfa8c31e,2,7,49,950,2
c518e285e7aaff0537a2ad50dc3eceaa,1,12,43,1218,1
c519f4684e315ead8f279de375f4aa61,2,5,46,311,2
c51dc74a8b5018e82e9e44ef4b647227,1,18,60,418,1
c5215dd0ebe57e26ec6025f1c4b42029,1,6,44,281,1
c52769706c077512263324f7f6bc0d11,1,6,47,214,3
c53136cc2d9c25f291925712487f22eb,3,36,60,226,1
c53a665fc8ea6c807c7558cc28fcdd26,1,11,55,897,3
c53ca80f7d74aa37ac1512e8d9a8cb6b,1,5,49,527,1
c53feca3e876804031ed4a4b48ac8f1e,1,9,60,1308,4
c54fe6aa647b1835911c540439f62300,1,8,59,250,4
c55065b87cbfeb89e7714d838d588afd,1,18,50,256,1
c551ffaf36e5c1d8444b44bb7c78123b,1,9,58,1299,2
c55345c89c1bf659ac0e4164498658c2,5,11,59,265,2
c5588523a52b41fd7e7340375e67b6cf,1,18,50,1129,2
c55c23548ed13b6e14bb2e516180f83c,2,11,48,471,2
c55ee2882c5321eb3c9277e5c92e50c7,1,6,57,1046,1
c55fe8cbb36a1353e443dc9e773b80da,8,16,48,426,1
c560413e458f53c059e83a25d2c2338c,1,10,28,270,1
c5685881d53e0b14945be0bee2678b2c,1,12,48,453,2
c56cdaacd8e2dca5489236a4875c0b89,2,9,52,153,3
c56d677c973431acb4abfedbd33d488c,1,22,53,505,1
c56ecdd06c754c22fc5c5245d9502e30,1,4,60,1064,2
c571bd52d56c393e52b38a593da5950f,1,12,54,223,1
c571ff0670b81b663ed2dd31338c5ad5,1,18,36,282,1
c574e4df03e0bc22eeab4fbf51af50db,1,7,58,490,5
c57b94c82ebde2f6789cc52101988d19,1,10,59,196,7
c57bafab28dd10e1d95c06ec176e7441,1,7,51,1265,4
c57c6b0b6d9868bc2164f6182b52d9ca,2,16,50,440,5
c57d1d566402540eb9be608112ced702,4,21,51,415,1
c58674d8eb9e41cef68b0d62be2cf843,1,20,60,133,1
c589625c8ccc7bfd2e8f1fb041e24c4a,16,7,60,919,1
c58a00c22983c35a40e549564aa0aafa,7,16,59,200,3
c58cd8096523799b3ac1be7952c92b76,1,3,60,236,1
c58fc7dab2a718f8aa5522dd57c2b18d,1,15,58,396,1
c596b76868fe2a8e8a95dd39e3dd67b5,1,9,58,252,1
c59a1dc190f9bfe826a1b40edb7593e8,1,7,59,1082,3
c59b59b99633517061514b986fd0a481,1,26,53,321,1
c59dfb699331407c6b2ab0c81b723a57,2,6,55,681,4
c59e6dced23214126ac972a4a4525e87,1,5,40,1135,1
c59f580bd1844c1f634ce410bda0a6ea,2,17,42,1405,3
c5a00e7e34e45fe4c79a38d102248b48,7,15,38,820,3
c5a988d6c58153f73f1c71e3b5ebd4d3,1,23,59,799,1
c5abb4a7296fc26dc57bccbe8ae2d677,1,11,57,728,1
c5ac6d71e1684e3e768495f047b33379,1,3,42,844,1
c5ad0e6b10f446cbb63f9c56fe47c3f1,1,66,60,2240,3
c5b6cb0ce3279d64025831b972bf5dee,15,22,59,354,3
c5b72065154ec27c2d1ed8a654c3348f,30,19,36,1116,1
c5b8815ee43b843ac97d093df96bb8b1,1,12,50,115,1
c5b9bdfb9c08d3c2f4bdb357a3f31084,1,17,46,1628,3
c5bb1910955da8132293d99d1cb4bec9,2,5,60,919,1
c5be1408598054572f31046ba67ee86e,1,9,63,837,1
c5c1c5b904f5571d76dc3f494d3440bd,1,34,59,575,6
c5c322bee0fbbd74896c84816df9c6d3,1,15,60,398,2
c5c5dd6c6033ad9604c120fa51f949ac,1,4,43,697,1
c5c7cac0e35d3343b86942baf5c92f79,1,7,58,277,1
c5cc16e72344194c359106a8061c83f5,3,15,58,904,1
c5d4587c8ff1775a879008a4f804eb70,1,5,29,389,1
c5d4809ae828efd361dea89a7def31db,1,8,52,148,1
c5d5fed9e3002dc5313d874d7f9a0ff0,1,2,41,1741,3
c5d8079278e912d7e3b6beb48ecb56e8,2,9,60,330,1
c5db51af7d9a58228bcea932010cf080,3,7,56,859,4
c5de3a869922e74a2bf19a543f4ac55b,3,3,58,1281,1
c5dfa757c5ae7662e178e990e39362e0,1,9,34,426,4
c5e19a898511a0e8b60bd98fbc1d72eb,4,9,58,419,4
c5e31bcea566d7f28ebc011e9fee182f,2,13,50,704,2
c5e40a9da6e1df4edf4c4e95d7c4bf0c,2,5,56,2908,2
c5e93f42eccbe45b7eda897d5a26fb78,1,41,50,449,1
c5e9693041e519fd6e2ebde0d76cc1ad,2,12,39,535,2
c5e9b73e5f4c644885862ba3e1137b57,5,8,50,1492,10
c5ef13c4546279ceb81432eaef3cef41,1,15,49,866,6
c5f80e9b4f6f51bc7cdb5d004643262a,1,14,58,767,5
c5f91783ab6cb187c7182b8e4b8c9047,3,10,56,874,1
c5fb785eb88d9246c4a9b3e7d47632b5,3,11,55,204,3
c5fb7fbe39f4e09e048ffbc5b28db49a,2,9,51,1212,1
c5fff00bf5f821911d676badbb286675,1,2,59,425,1
c600ab476bb91f71d1f7fd85fd81a00f,1,21,44,410,5
c60375672af95c47a105065af56ba16e,1,20,25,249,3
c6053fedf40a0bc4b96372c4fe9e14dc,1,11,51,1515,3
c60d6fe365c9718c407170dd8a8223c3,2,16,58,274,1
c60da43ed0fc0f33c57242c2f631e99e,1,11,59,1276,5
c61066ec039ab5de17a7d3151f8806c0,2,25,54,1438,1
c6147d11c322b6a63f0cdd8722be9477,2,13,46,384,1
c615805546392ec3b8a20c6590c4d400,1,12,54,261,6
c616bd7e2474cc223adbbb959076439d,1,22,49,152,1
c61cd4826ecfb4760797ad42c92ff8b1,1,8,33,395,1
c629f814c92825a1e5ec157ce8a25bd9,8,6,43,280,3
c62af29c3eb929d6ceaf29e52fc433cc,1,9,33,1375,1
c62bc42d383a40b285eee3f95240c817,9,26,56,2536,2
c63232ceb5c57348893f48cc65f2f110,1,7,35,611,1
c63aa9195696eccba5bebc6d7a20aedc,1,10,57,388,4
c63ea4621680c1b0fca8864c0564bd78,17,11,57,918,1
c63f9ad806cc588df99a5f29323335b0,1,2,48,710,1
c64343b6e8d5be28f6564c6959cdfa7c,1,8,53,441,1
c64490cdfe40f9e25abd222c541a06f0,8,7,58,2017,2
c64704f589ce59df6b4514543e21ccd7,1,10,60,496,2
c64dc566d642dcb1e4d6e1d94ce93506,2,7,39,387,2
c652eb90b3f1bf875c4a5447a0710f65,1,9,39,668,1
c653e7a97b25d05bbe5df45bd142ed5f,1,6,48,225,1
c6548fa817cc7271747e6c6bd2461171,1,6,31,299,2
c654d5057f4120825c0e11665770b56d,1,9,43,275,1
c6563a7dfeba47f77da75352afb49d64,1,10,50,501,2
c656d2d3950c3165ec6574f3f6b9353e,1,13,51,462,3
c66473cee835e09bdd0edc66f628af7c,3,10,48,118,1
c664c542e1b5e86f3d912200595894c9,1,13,53,1102,5
c664fefd1535d526b427ea18dab22bd3,1,13,54,481,2
c667317c8619402c91347027f2dadbce,1,18,63,459,2
c66def7098f4d87751f40c3a4855ced1,3,9,55,546,1
c66f4d77ea8fb8fb4cd25ecc70dbacf7,1,11,55,291,1
c6758bd39e90df0a71fb8de73b3a2bf0,1,10,55,207,11
c675a92a4c74be0ba60aa506ae21e47a,1,10,60,1304,1
c67a6a85a57f4d216bdb8dbe8724c3ae,2,17,50,486,2
c67cd635f352f381fa2936b55e744d37,1,21,49,182,2
c681df24c54f79b5eab51e15b603abf8,3,9,40,313,1
c68252426f70e1434cf6e465d7cae869,6,7,53,1289,2
c68307fcc510fdd70015276ba94cf5b7,1,8,49,225,1
c686d4fd1e845efd1b98db8220f0af3b,1,21,54,273,1
c689470c5a069795896edc7b896d9251,11,11,63,837,1
c68cb347b4ee03689ba20e2ff229fb1a,1,10,53,228,1
c68fdf078b3ec0596bbc5c7ac409e458,6,20,45,112,1
c696cd2db7870be08c37822f7c0ef831,1,7,59,672,3
c6976aecdc5f7b5964f18b71ebf12978,1,16,44,216,1
c697e67e0129d1836951f781a913cb4a,1,12,57,557,1
c69ba46dec8f8fe69ba08a6e8cc6ef05,1,5,40,554,1
c6a212ed7d57767d94530e11fabcd06f,1,9,45,1253,4
c6a45b8202c0b9ec28315a3a43a83ddc,1,59,54,212,1
c6a5b2b8610b3206be072c211b70ba69,1,11,52,223,5
c6aa164ce2d179e87318dacf63ba9d9f,1,12,54,766,1
c6aab69ca5c62eb16eafaddf36c38ccd,5,11,57,1868,1
c6ab810300ecce0784a66d36fcb5560f,1,26,37,851,1
c6aeb159daefcd63e4caed10bf47ef0b,1,11,51,698,1
c6b3e5dad7e071459c1ab64d517d848c,2,16,58,323,4
c6bc6e6265a9e3e202b0e843c983e77f,1,4,53,205,1
c6bdd07f0a20ccd19d51de91c1551952,1,19,48,561,3
c6bf8cc852eee5c4ab264e792a9c23a1,10,5,37,95,1
c6bf9d9c72cf49bf97dc95d9fbb43868,2,8,63,709,2
c6c1f263e076bd9c1f1640250a5d0c29,2,4,32,102,1
c6c3f359bed2ca70506331f0a05d9c06,1,9,60,424,1
c6c4ba8c85c4f5ffa22b732272a0e99d,1,10,58,1897,4
c6cd44f8f6b12ff7a20d0b51ff3bfc82,1,10,53,1202,2
c6d339a1fa8873b1ffe76fb1b7cc10f1,1,5,55,3956,1
c6e37798f72f83c034ba97e2680cb5d5,3,6,54,267,1
c6e4094f85503e051a1ae5e213d5d1ba,1,9,57,594,2
c6e474e4e7e08a02bd7153cfe6d68dfc,2,11,42,957,2
c6e513054b982283c1cbbb2a45d02d83,19,9,56,777,5
c6e5e65a8d521761e0d1a4f6812fc2ea,1,11,48,902,5
c6f24451ab94c30ea2e17eb0d9ea5d9c,1,12,55,602,1
c6f46351ae5ae5a6d75ab14996584ce1,6,9,56,2434,2
c6f7d77b0d27a02ad3392f8549e58940,1,19,60,328,1
c6fa05b26acb1af4a61bf2830419d1fa,2,7,38,867,10
c6fdec160d0f8f488d9041316c85051d,1,9,57,1107,1
c702ae743958a81cd230189d4e72674c,2,20,41,344,2
c703016c346bcd06bfe444465d3998ed,1,17,40,437,1
c706d50b57c9e83293c2586d01f32445,23,16,60,310,3
c7087c85276fc1785b4575ca6680ea9c,1,1,59,1336,4
c708e48bf01416863f8bc5d3e8ad5de8,1,20,54,815,1
c70b0f9e669ca384c59b1230576199ab,1,19,54,1629,1
c70b245be241b2912373e109362c56c2,1,7,56,663,1
c710abcf9c3ea4959107590f2c5bf6e6,2,11,41,194,1
c7147724cd430269c6296fc758c0a086,1,13,32,42,1
c7182d82bf8681373385017d2b516bd6,1,18,26,245,4
c71a9c53596bf311acd9e298a0b3dc42,9,10,60,225,1
c71b272a9d3fdc479b5684a3d48fd8a6,1,13,57,3284,2
c71bf92cf123eb294304073fc1751bf3,2,12,59,1714,1
c71cb8cbef2337bd69b95a02e4e682d4,1,22,58,392,3
c71f83052356c632aca23cdc29abca86,1,13,47,1224,1
c720882f86c24eb747a91aeff4b891c2,1,19,40,1122,1
c72336b153d63586e6c0599a1b78f47c,1,6,52,1416,1
c725d1884dc9fac3d9a4fb790c25da21,4,10,24,856,1
c7280bb32453a1088b2fe0817b42cdfb,2,6,57,1022,3
c7287c42473206267a78a2189981a42e,4,10,59,2101,2
c7296f9449f86afc5688984ed1c170a2,1,15,25,648,6
c72a1a8c3bbe15206d1880cedc7bd791,1,16,59,1238,5
c72b807dcfa40a24d64f7adf35bfc205,1,12,51,228,1
c72e18b3fe2739b8d24ebf3102450f37,1,13,58,794,3
c72f08f769081bfde2959e39c5bde5d4,1,7,43,478,1
c72f0f0d0be7fe294b65260e211ba21e,2,9,55,666,2
c73c029653f68c6a83cb371dd148adbd,1,12,57,419,1
c73c3f65a5c288407f6d95b367e47dee,2,10,60,825,4
c73d2f4d891ae57d20c788f4628d88b9,2,5,58,995,1
c73d4f0d7a3313381d04c5311960edf0,3,13,55,829,2
c73d6ef7bae692425ef183569ae8f96e,2,11,46,709,1
c74a37316ea4fc5a410fc4ff2429a048,1,7,51,1088,2
c74e157255c4861775b6885cc14a1ced,1,7,59,2412,4
c75a6578b6475cf760d40cb340b3971c,1,13,55,435,3
c75a872692395427a0cfe0cf90bc858f,1,26,45,1541,1
c75d5edf6cf5302523d622c43a072be0,4,11,54,779,2
c760b9447b368feb545ae8c568e4c94f,3,15,52,380,2
c7671984ff3e8376c2998f75bf1447d9,1,15,55,1802,3
c76a2c67b75f1bf675d2c86157537910,3,13,56,444,1
c76bc5aca848edb5d6460267176f77ee,1,10,53,526,2
c76c1b0e1674ff2956b943232d0ae202,1,8,60,3860,1
c76c5091f2e4b72771beb812a07ef131,2,22,52,233,2
c76eef5f50220461d23cfc786e6e82b2,1,11,56,1493,2
c773bee67e093ae2c47a883109b577b1,1,18,59,1566,1
c777355d18b72b67abbeef9df44fd0fd,3,7,59,695,2
c77780d5086829345e6632976fb648a0,3,4,59,595,2
c777b9591e90c49e0745efb1051789ca,10,15,50,256,1
c779ecde09b3c3f75e0ed112fecd07c3,2,12,60,1543,2
c77b5fed1d58641e0f5e70cefd093a62,1,16,37,213,1
c77b6d877cddcdb6bdc51621056bad6c,1,12,43,181,1
c77c492102301954afea10050ff5c91d,1,11,51,530,6
c77dfb9c5aa26053afa89e2f78e09719,1,13,27,184,4
c781fcf450227132b560b10bbd2ed26b,2,13,49,375,6
c7843df62cbb199241a00e90a988aac2,1,7,54,123,2
c7849d509582f1b40fe3269fbecfb00d,1,6,54,225,2
c784a651cf319526cc7cf854f83cb941,8,16,58,125,8
c784aabc6d8366b8fd85eaf9631cf96f,8,6,59,920,4
c785fffd281ac9afffc38c8015455fd8,1,11,51,352,2
c78b767da00efb70c1bcccab87c28cd5,5,16,35,1101,2
c78c6340ae7cb2e130f1d7dd49bd0f96,1,5,53,246,1
c791b04d3b13eee774519d5b854ac38a,2,12,35,310,2
c7944f654db61924bb81f0e3160ab757,3,6,55,441,2
c7947a8c9152878bc0db8043590fdca3,1,9,60,863,4
c795f412e17c825c7765adfdb4ecdc56,1,18,46,497,2
c79afda00334ce1f3f34aaa13edfd5cb,1,4,23,325,1
c7b17e51e4a7c527e89a7d5cf6f2415a,2,11,56,1133,1
c7b3b8509e06ae21abdd78b541215cda,12,10,51,504,2
c7b3cf9de7be95b3e09e7a63315685eb,38,10,49,489,2
c7b434e06698e7a2bef457be15a048d2,2,11,59,653,5
c7b500a3f1823e03cce648e94bf9acc6,1,9,39,770,1
c7b8e643fca22f6d8ec5f4b76b72e65f,1,11,45,723,1
c7bcab3a7039340cf46705f43bab3ee2,5,11,60,341,1
c7bd850b9a356ee44d5a2a55f7a5b657,1,11,63,1562,10
c7c2108eae6fb6e6822c8128f5a98afd,2,9,21,318,1
c7c27b5cbae5f0689560d8d154af7724,2,8,39,1129,2
c7c4e24200f7071aecf4a052fadb9473,2,15,42,927,1
c7c57beb314dfd634634c758da3eba64,2,16,60,2659,3
c7ca99b36741a465e2ea397d5091105f,1,7,61,990,6
c7caa8b7b6e51a771b10a6565125b0f4,3,14,60,601,2
c7d27a4e976afb541a3af538a7594f72,2,8,59,302,1
c7d5122ecf640a6affc29798267e5924,3,32,54,761,1
c7d729c7966df13084efeade5576dfef,1,13,58,779,3
c7db42c313bd0a455af61d77976dce18,1,20,53,681,2
c7db7a06c8b856703729c5f1b2a29378,1,3,43,947,1
c7dc39bcc7f9bf8a9b253b8727a0cde5,9,9,40,658,4
c7df652246ed7b3300aaf46960c141e4,4,39,28,1455,1
c7e02747ef9366a4fb7f4ac4fd261c36,6,10,59,2168,7
c7e27b85b78d4949e880590746f55a2b,1,10,56,782,1
c7e54083cd8be3b0906b7f34e4a61bfb,1,6,60,492,1
c7e721eda335285746c694e6c408949b,1,25,42,802,2
c7eaaf164fd5631e52cd54268c113edd,1,8,51,658,2
c7eeed24894444cf7553d212de7a3290,1,3,59,405,1
c7ef7595086f6654865bdd390d924f73,1,11,35,1299,1
c7f24eedab65851cf5b6c25a10816ea0,1,16,51,1540,1
c7f94c1833b036167fcebd72310a4e5d,2,9,57,452,3
c7fb0056fa75e5d946d5c12ef59525be,1,11,38,626,1
c7fce98e1aa3d8a6cbaaebc7ab99cbe6,1,5,34,219,1
c8007a57fbe4d741758491f140fbbc74,1,7,52,615,2
c801dac0ec4865c5d42cf44b03a7d626,5,12,49,639,1
c804537dd3a8ff5f94d3ee384eccfb98,1,6,52,149,1
c80525a7dab2df6000ca88a2e7197323,6,9,56,587,2
c8078bb7927143cdb008e3563230ca61,3,10,40,1978,4
